symbol,regularMarketPrice,regularMarketChangePercent,regularMarketVolume,averageDailyVolume3Month,marketCap,VolumeSpike,MomentumScore,VolumeScore,VolatilityScore,TrendScore,HotScore
SE,145.72,3.4575753,4382776.0,4240265.0,86269140992.0,1.033608984344139,0.8771929824561403,0.6631578947368421,0.8947368421052632,0.9122807017543859,0.809298245614035
OCUL,11.875,5.088494,5497725.0,2659487.0,2529938688.0,2.0672125864875444,0.9228070175438596,0.9263157894736842,0.4456140350877193,0.6070175438596491,0.7970175438596491
TIGO,53.54,6.377904,825090.0,913417.0,8945730560.0,0.903300464081575,0.9508771929824561,0.5719298245614035,0.8403508771929824,0.9438596491228071,0.7954385964912281
CZR,20.64,4.3478193,17054560.0,8613725.0,4292945152.0,1.9799285442709165,0.8947368421052632,0.9192982456140351,0.531578947368421,0.48771929824561405,0.79
FIGR,42.3,5.119278,4359108.0,4100480.0,9051927552.0,1.0630726158888715,0.9298245614035088,0.6701754385964912,0.7614035087719299,0.7684210526315789,0.7891228070175439
QUBT,11.56,9.056603,67328155.0,35781128.0,2588681728.0,1.8816666428179682,0.9719298245614035,0.9122807017543859,0.5719298245614035,0.11228070175438597,0.7850877192982455
CWAN,19.86,3.1688344,11786506.0,4813451.0,6467384832.0,2.448660223195375,0.8526315789473684,0.9614035087719298,0.45614035087719296,0.5859649122807018,0.7847368421052631
AGIO,45.08,3.27606,718912.0,652870.0,2628786688.0,1.1011564323678527,0.8631578947368421,0.7087719298245614,0.6807017543859649,0.9543859649122807,0.7817543859649123
NBIS,85.9256,2.8556347,21684095.0,19111367.0,21636685824.0,1.1346176859038917,0.8210526315789474,0.7368421052631579,0.7789473684210526,0.6105263157894737,0.7621052631578947
TSLA,408.8545,1.1140463,95936026.0,88039368.0,1359776055296.0,1.0896946238868956,0.7649122807017544,0.7017543859649122,0.8842105263157894,0.6210526315789474,0.752280701754386
JBS,13.845,4.411765,8995258.0,6271732.0,30709821440.0,1.4342542060151804,0.8982456140350877,0.8491228070175438,0.44912280701754387,0.4807017543859649,0.7494736842105263
JNJ,199.25,1.6944865,7680040.0,8267487.0,480052051968.0,0.9289449139744641,0.7859649122807018,0.5964912280701754,0.8491228070175438,0.8807017543859649,0.7417543859649123
PRAX,198.19,6.313703,581288.0,809495.0,4956171264.0,0.7180872025151483,0.9438596491228071,0.3298245614035088,0.9719298245614035,0.9824561403508771,0.738421052631579
PPTA,22.6839,5.115389,2930637.0,3215823.0,2764547840.0,0.9113178803684158,0.9263157894736842,0.5789473684210527,0.6210526315789474,0.7052631578947368,0.721578947368421
MDT,96.79,0.9596309,8060478.0,6939057.0,124144410624.0,1.161609999744922,0.7614035087719299,0.7508771929824561,0.5508771929824562,0.7964912280701755,0.7191228070175439
AS,30.765,1.3006208,8609611.0,5173607.0,17061390336.0,1.6641408982166601,0.775438596491228,0.887719298245614,0.3473684210526316,0.6666666666666666,0.7182456140350877
MTSR,70.5,-0.353357,27874411.0,3163288.0,7429021696.0,8.811847356295095,0.6421052631578947,0.9929824561403509,0.2578947368421053,0.8631578947368421,0.7101754385964912
NEE,85.62,2.0743985,9161698.0,9943292.0,178313052160.0,0.9213948458920849,0.8,0.5859649122807018,0.7333333333333333,0.7473684210526316,0.7064912280701754
CHWY,34.615,3.2359169,7303686.0,7529187.0,14358993920.0,0.9700497543758708,0.8596491228070176,0.6280701754385964,0.6140350877192983,0.6175438596491228,0.7052631578947368
