,symbol,HotScore,MomentumScore,VolumeScore,VolatilityScore,TrendScore,VolumeSpike,marketCap,regularMarketPrice
40901,NVO,0.7885496183206107,0.7404580152671756,0.9083969465648856,0.7480916030534351,0.6183206106870229,1.0664473521885154,233549283328.0,52.56
40902,NVO,0.7895348837209302,0.7364341085271318,0.9147286821705426,0.7441860465116279,0.627906976744186,1.0637141219390285,233104932864.0,52.46
40903,NVO,0.7900763358778625,0.7404580152671756,0.9083969465648856,0.7557251908396947,0.6183206106870229,1.0664473521885154,233549283328.0,52.56
40904,NVO,0.7903846153846154,0.7461538461538462,0.9076923076923076,0.7461538461538462,0.6230769230769231,1.0668786397589094,233549283328.0,52.56
40905,NVO,0.7919230769230768,0.7461538461538462,0.9076923076923076,0.7538461538461538,0.6230769230769231,1.0664473521885154,233549283328.0,52.56
40906,NVO,0.7927480916030535,0.7404580152671756,0.916030534351145,0.7557251908396947,0.6183206106870229,1.0679607965085482,233549283328.0,52.56
40907,NVO,0.7937984496124031,0.7441860465116279,0.9147286821705426,0.751937984496124,0.627906976744186,1.0637141219390285,233549283328.0,52.56
40908,NVO,0.8640086206896552,0.9396551724137931,0.961206896551724,0.7801724137931034,0.4267241379310345,1.3236611168873138,274103140352.0,61.6866
40909,NVO,0.8735537190082645,0.9297520661157024,0.962809917355372,0.8181818181818182,0.4752066115702479,1.5252644062420555,273296211968.0,61.505
40910,NVO,0.8812949640287769,0.9496402877697842,0.9496402877697842,0.8489208633093526,0.4676258992805755,1.6867993893613376,274940297216.0,61.875
40911,NVO,0.8840062111801241,0.9658385093167702,0.9254658385093169,0.8850931677018633,0.4503105590062112,2.2420345801559955,276962082816.0,62.33
40912,NVO,0.8847352024922117,0.9657320872274144,0.9221183800623052,0.8847352024922118,0.470404984423676,2.2029789232754977,276962082816.0,62.33
40913,NVO,0.8850467289719626,0.9657320872274144,0.9221183800623052,0.8878504672897196,0.4672897196261682,2.2420345801559955,276962082816.0,62.33
40914,NVO,0.8861370716510903,0.9657320872274144,0.9252336448598132,0.8878504672897196,0.4672897196261682,2.296981268240664,276962082816.0,62.33
40915,NVO,0.8869496855345913,0.9622641509433962,0.940251572327044,0.8742138364779874,0.4622641509433962,2.036775194768077,275517964288.0,62.005
40916,NVO,0.889202657807309,0.9634551495016612,0.946843853820598,0.8637873754152824,0.4784053156146179,1.8101896804883573,275851214848.0,62.08
40917,NVO,0.9205882352941176,1.0,0.9411764705882352,1.0,0.4117647058823529,1.389772546129776,234837884928.0,52.85
40918,NVO,0.9262048192771084,0.963855421686747,0.993975903614458,0.891566265060241,0.6265060240963856,3.4963415419657977,227084025856.0,51.105
40919,NVO,0.9281645569620252,0.9620253164556962,0.9936708860759492,0.8987341772151899,0.6392405063291139,3.3566622889826694,227554148352.0,51.2108
40920,NVO,0.9321917808219176,0.9657534246575342,0.9931506849315068,0.9041095890410958,0.6575342465753424,3.21529686464548,228794318848.0,51.4899
40921,NVO,0.933157894736842,0.9736842105263158,0.9947368421052633,0.9157894736842104,0.6105263157894737,3.7131743651209086,228994711552.0,51.535
40922,NVO,0.935897435897436,1.0,0.9743589743589745,0.9615384615384616,0.5256410256410257,1.957064928046454,232385101824.0,52.298
40923,NVO,0.9359903381642511,0.9710144927536232,0.9951690821256038,0.9420289855072465,0.5942028985507246,3.882080465668398,230061162496.0,51.775
40924,NVO,0.9375,0.978448275862069,0.9956896551724138,0.9482758620689656,0.5689655172413793,3.838806269494088,229327978496.0,51.61
40925,NVO,0.9379310344827586,0.978448275862069,0.9956896551724138,0.9482758620689656,0.5732758620689655,4.065761908535393,229327978496.0,51.61
